Region;Sector;Material;Scenario;Unit;2020;2030;2050
EU;Renewable energy;Ag;LDS;t/yr;541,2289828;467,0607752;331,3633139
EU;Renewable energy;Ag;HDS;t/yr;541,2289828;961,0102676;750,1515702
EU;Renewable energy;Al;LDS;t/yr;227523,0621;279311,248;432218,5244
EU;Renewable energy;Al;HDS;t/yr;227523,0621;554128,5827;889333,396
EU;Renewable energy;As;LDS;t/yr;0;0;19,14543592
EU;Renewable energy;As;HDS;t/yr;0;0;43,34209072
EU;Renewable energy;B;LDS;t/yr;13,73426465;19,88186258;9,909018708
EU;Renewable energy;B;HDS;t/yr;13,73426465;64,50386028;86,24896263
EU;Renewable energy;Balsa wood;LDS;t/yr;2679,47757;4684,635;4320,135
EU;Renewable energy;Balsa wood;HDS;t/yr;2679,47757;9835,8111;12207,1293
EU;Renewable energy;Cd;LDS;t/yr;60,1618743;51,91749249;38,87996217
EU;Renewable energy;Cd;HDS;t/yr;60,1618743;106,8238782;88,01778424
EU;Renewable energy;Co;LDS;t/yr;143;3250;8707
EU;Renewable energy;Co;HDS;t/yr;143;4432;11577
EU;Renewable energy;Concrete;LDS;t/yr;4588589,292;7309346,803;6951427,358
EU;Renewable energy;Concrete;HDS;t/yr;4588589,292;15027596,96;17835220,3
EU;Renewable energy;Cr;LDS;t/yr;5239,713405;9151,665463;8450,447853
EU;Renewable energy;Cr;HDS;t/yr;5239,713405;19472,13953;24662,29315
EU;Renewable energy;Cu;LDS;t/yr;94712,80981;217018,289;349364,5172
EU;Renewable energy;Cu;HDS;t/yr;94712,80981;496783,8402;845312,1421
EU;Renewable energy;Dy;LDS;t/yr;57,29109511;87,37679152;47,30565348
EU;Renewable energy;Dy;HDS;t/yr;57,29109511;249,7710953;296,4928741
EU;Renewable energy;Fe;LDS;t/yr;187944,6339;330853,2206;334592,2916
EU;Renewable energy;Fe;HDS;t/yr;187944,6339;707460,9476;955321,005
EU;Renewable energy;Fluorspar;LDS;t/yr;3;64;323
EU;Renewable energy;Fluorspar;HDS;t/yr;3;102;564
EU;Renewable energy;Ga;LDS;t/yr;3,258768191;2,81219751;40,39686978
EU;Renewable energy;Ga;HDS;t/yr;3,258768191;5,7862934;91,45181142
EU;Renewable energy;Ge;LDS;t/yr;0;0;2503,633927
EU;Renewable energy;Ge;HDS;t/yr;0;0;5667,811864
EU;Renewable energy;Glass;LDS;t/yr;1090137,72;1112986,007;1204836,411
EU;Renewable energy;Glass;HDS;t/yr;1090137,72;2290046,685;2727549,754
EU;Renewable energy;Glass / carbon composites;LDS;t/yr;79864,77834;139377,8314;128476,84
EU;Renewable energy;Glass / carbon composites;HDS;t/yr;79864,77834;294733,4533;369304,548
EU;Renewable energy;Graphite;LDS;t/yr;1068;20954;102282
EU;Renewable energy;Graphite;HDS;t/yr;1068;33053;174819
EU;Renewable energy;In;LDS;t/yr;6,950519569;5,99804364;39,83723396
EU;Renewable energy;In;HDS;t/yr;6,950519569;12,34139502;90,18488877
EU;Renewable energy;Ir;LDS;t/yr;0;1,8;2,4
EU;Renewable energy;Ir;HDS;t/yr;0;2,9;9,3
EU;Renewable energy;La;LDS;t/yr;0;3,8;96,7
EU;Renewable energy;La;HDS;t/yr;0;5,9;381,5
EU;Renewable energy;Li;LDS;t/yr;133;2551;12146
EU;Renewable energy;Li;HDS;t/yr;133;3912;20052
EU;Renewable energy;Mn;LDS;t/yr;9206,958937;19396,68872;25205,33058
EU;Renewable energy;Mn;HDS;t/yr;9206,958937;37491,53433;54340,91283
EU;Renewable energy;Mo;LDS;t/yr;1038,985657;1791,928398;1640,772738
EU;Renewable energy;Mo;HDS;t/yr;1038,985657;3851,313628;4877,172018
EU;Renewable energy;Nd;LDS;t/yr;512,3570637;760,3329172;397,0063877
EU;Renewable energy;Nd;HDS;t/yr;512,3570637;2300,233115;2870,991579
EU;Renewable energy;Ni;LDS;t/yr;3774,56544;13908,37769;41579,47473
EU;Renewable energy;Ni;HDS;t/yr;3850,173903;24201,7439;86099,05359
EU;Renewable energy;Ni;HDS;t/yr;3850,173903;24201,7439;86099,05359
EU;Renewable energy;P;LDS;t/yr;422;10647;57920
EU;Renewable energy;P;HDS;t/yr;422;18480;112657
EU;Renewable energy;Pb;LDS;t/yr;649,4747794;560,4729303;397,6359767
EU;Renewable energy;Pb;HDS;t/yr;649,4747794;1153,212321;900,1818842
EU;Renewable energy;Pd;LDS;t/yr;0;1,2;1,6
EU;Renewable energy;Pd;HDS;t/yr;0;1,9;6,1
EU;Renewable energy;Plastic;LDS;t/yr;189432,2275;225357,3826;225623,5694
EU;Renewable energy;Plastic;HDS;t/yr;189432,2275;467857,2253;552887,0533
EU;Renewable energy;Pr;LDS;t/yr;83,43826149;123,0136218;62,52611695
EU;Renewable energy;Pr;HDS;t/yr;83,43826149;387,3364694;510,3282446
EU;Renewable energy;Pt;LDS;t/yr;0;1,8;2,4
EU;Renewable energy;Pt;HDS;t/yr;0;2,9;9,3
EU;Renewable energy;Rh;LDS;t/yr;0,0027;0,4388;0,5652
EU;Renewable energy;Rh;HDS;t/yr;0,0027;0,6882;2,2293
EU;Renewable energy;Ru;LDS;t/yr;0,0027;0,4388;0,5652
EU;Renewable energy;Ru;HDS;t/yr;0,0027;0,6882;2,2293
EU;Renewable energy;Se;LDS;t/yr;9,388898565;8,102275343;6,06763046
EU;Renewable energy;Se;HDS;t/yr;9,388898565;16,67099917;13,73610875
EU;Renewable energy;Si;LDS;t/yr;58452,73014;50442,56373;35787,2379
EU;Renewable energy;Si;HDS;t/yr;58452,73014;103789,1089;81016,36958
EU;Renewable energy;Sn;LDS;t/yr;1082,457966;934,1215505;662,7266279
EU;Renewable energy;Sn;HDS;t/yr;1082,457966;1922,020535;1500,30314
EU;Renewable energy;Steel;LDS;t/yr;2469553,586;3416587,524;3324044,677
EU;Renewable energy;Steel;HDS;t/yr;2469553,586;7074995,86;8554647,755
EU;Renewable energy;Tb;LDS;t/yr;19,86575678;30,4308058;16,17692212
EU;Renewable energy;Tb;HDS;t/yr;19,86575678;86,5185724;104,7711334
EU;Renewable energy;Te;LDS;t/yr;64,71959205;55,85063586;41,82541385
EU;Renewable energy;Te;HDS;t/yr;64,71959205;114,9165962;94,68579819
EU;Renewable energy;Y;LDS;t/yr;0;0,5;11,7
EU;Renewable energy;Y;HDS;t/yr;0;0,7;46,3
EU;Renewable energy;Zn;LDS;t/yr;46454,04072;77347,12462;69014,10222
EU;Renewable energy;Zn;HDS;t/yr;46454,04072;169525,9692;211618,9223
EU;Renewable energy;Zr;LDS;t/yr;0,5;418,9;1110
EU;Renewable energy;Zr;HDS;t/yr;0,5;657,1;4378,3
USA;Renewable energy;Ag;LDS;t/yr;340,0172531;630,3836253;750,0411812
USA;Renewable energy;Ag;HDS;t/yr;340,0172531;832,188207;925,0706206
USA;Renewable energy;Al;LDS;t/yr;209845,5888;539695,1952;1151761,368
USA;Renewable energy;Al;HDS;t/yr;209845,5888;735286,0918;1650885,585
USA;Renewable energy;As;LDS;t/yr;0;0;56,77167602
USA;Renewable energy;As;HDS;t/yr;0;0;70,01990141
USA;Renewable energy;B;LDS;t/yr;1,76907666;2,958748481;3,466828538
USA;Renewable energy;B;HDS;t/yr;1,76907666;10,02389235;26,18350427
USA;Renewable energy;Balsa wood;LDS;t/yr;3799,926;3893,611143;4794,134205
USA;Renewable energy;Balsa wood;HDS;t/yr;3799,926;4294,226763;5783,839518
USA;Renewable energy;Cd;LDS;t/yr;316,672785;587,1035555;749,3861234
USA;Renewable energy;Cd;HDS;t/yr;316,672785;775,0528972;924,2626986
USA;Renewable energy;Co;LDS;t/yr;611;9997;19993
USA;Renewable energy;Co;HDS;t/yr;611;13386;26468
USA;Renewable energy;Concrete;LDS;t/yr;6009329,835;7149875,042;9853309,669
USA;Renewable energy;Concrete;HDS;t/yr;6009329,835;8248288,842;11622717,91
USA;Renewable energy;Cr;LDS;t/yr;6976,664136;7159,430631;8889,703856
USA;Renewable energy;Cr;HDS;t/yr;6976,664136;8045,028517;11208,61698
USA;Renewable energy;Cu;LDS;t/yr;156927,8999;219726,1327;375669,9469
USA;Renewable energy;Cu;HDS;t/yr;156927,8999;353744,8112;683678,311
USA;Renewable energy;Dy;LDS;t/yr;28,66551584;32,26621308;28,93566665
USA;Renewable energy;Dy;HDS;t/yr;28,66551584;54,94410925;96,68563002
USA;Renewable energy;Fe;LDS;t/yr;253536,4547;280393,5922;407225,0648
USA;Renewable energy;Fe;HDS;t/yr;253536,4547;326748,0876;573329,3639
USA;Renewable energy;Fluorspar;LDS;t/yr;14;197;741
USA;Renewable energy;Fluorspar;HDS;t/yr;14;309;1290
USA;Renewable energy;Ga;LDS;t/yr;0,698542908;1,295081372;115,1964097
USA;Renewable energy;Ga;HDS;t/yr;0,698542908;1,709675509;142,0786176
USA;Renewable energy;Ge;LDS;t/yr;0;0;7423,988402
USA;Renewable energy;Ge;HDS;t/yr;0;0;9156,448646
USA;Renewable energy;Glass;LDS;t/yr;1018172,587;2233270,633;4101272,349
USA;Renewable energy;Glass;HDS;t/yr;1018172,587;2948207,106;5058344,33
USA;Renewable energy;Glass / carbon composites;LDS;t/yr;110199,2614;112995,4398;139552,1781
USA;Renewable energy;Glass / carbon composites;HDS;t/yr;110199,2614;125621,7479;171776,7659
USA;Renewable energy;Graphite;LDS;t/yr;4577;64458;234866
USA;Renewable energy;Graphite;HDS;t/yr;4577;99834;399670
USA;Renewable energy;In;LDS;t/yr;1,48989921;2,762236494;108,3350003
USA;Renewable energy;In;HDS;t/yr;1,48989921;3,6465107;133,6160313
USA;Renewable energy;Ir;LDS;t/yr;0;1,1;2,5
USA;Renewable energy;Ir;HDS;t/yr;0;4,1;8,8
USA;Renewable energy;La;LDS;t/yr;0;2,9;73,6
USA;Renewable energy;La;HDS;t/yr;0;10,2;263,3
USA;Renewable energy;Li;LDS;t/yr;569;7849;27889
USA;Renewable energy;Li;HDS;t/yr;569;11817;45842
USA;Renewable energy;Mn;LDS;t/yr;13449,54738;22431,65916;38693,60586
USA;Renewable energy;Mn;HDS;t/yr;13449,54738;27047,3806;49212,15142
USA;Renewable energy;Mo;LDS;t/yr;1394,995056;1431,521765;1767,939731
USA;Renewable energy;Mo;HDS;t/yr;1394,995056;1606,749346;2236,684876
USA;Renewable energy;Nd;LDS;t/yr;188,9449871;225,9065954;213,3196127
USA;Renewable energy;Nd;HDS;t/yr;188,9449871;454,9790141;918,8731324
USA;Renewable energy;Ni;LDS;t/yr;7111,32739;22173,09872;74761,9349
USA;Renewable energy;Ni;HDS;t/yr;7212,095798;32959,85087;110858,5154
USA;Renewable energy;P;LDS;t/yr;1810;32753;133000
USA;Renewable energy;P;HDS;t/yr;1810;55817;257555
USA;Renewable energy;Pb;LDS;t/yr;408,0207038;756,4603504;900,0494175
USA;Renewable energy;Pb;HDS;t/yr;408,0207038;998,6258484;1110,084745
USA;Renewable energy;Pd;LDS;t/yr;0;0,8;1,6
USA;Renewable energy;Pd;HDS;t/yr;0;2,7;5,8
USA;Renewable energy;Plastic;LDS;t/yr;222134,1002;343512,3936;533190,3906
USA;Renewable energy;Plastic;HDS;t/yr;222134,1002;467157,7393;717849,5899
USA;Renewable energy;Pr;LDS;t/yr;5,910996;12,73222396;15,93116414
USA;Renewable energy;Pr;HDS;t/yr;5,910996;51,58799285;143,7055106
USA;Renewable energy;Pt;LDS;t/yr;0;1,1;2,5
USA;Renewable energy;Pt;HDS;t/yr;0;4,1;8,8
USA;Renewable energy;Se;LDS;t/yr;2,012585162;3,731283395;4,762655535
USA;Renewable energy;Se;HDS;t/yr;2,012585162;4,925778388;5,874067747
USA;Renewable energy;Si;LDS;t/yr;36721,86334;68081,43153;81004,44757
USA;Renewable energy;Si;HDS;t/yr;36721,86334;89876,32635;99907,62702
USA;Renewable energy;Sn;LDS;t/yr;680,0345063;1260,767251;1500,082362
USA;Renewable energy;Sn;HDS;t/yr;680,0345063;1664,376414;1850,141241
USA;Renewable energy;Steel;LDS;t/yr;3225431,355;4536504,284;6783243,186
USA;Renewable energy;Steel;HDS;t/yr;3225431,355;5860347,034;8842411,25
USA;Renewable energy;Tb;LDS;t/yr;12,5679034;14,02085885;12,17449581
USA;Renewable energy;Tb;HDS;t/yr;12,5679034;21,71891286;36,22720974
USA;Renewable energy;Te;LDS;t/yr;340,6631475;631,5810976;806,1577994
USA;Renewable energy;Te;HDS;t/yr;340,6631475;833,7690258;994,2826
USA;Renewable energy;Y;LDS;t/yr;0;0,3;8,9
USA;Renewable energy;Y;HDS;t/yr;0;1,2;32
USA;Renewable energy;Zn;LDS;t/yr;66573,29614;68244,59039;82643,26517
USA;Renewable energy;Zn;HDS;t/yr;66573,29614;75410,55295;102376,9948
USA;Renewable energy;Zr;LDS;t/yr;0;235,2;535,7
USA;Renewable energy;Zr;HDS;t/yr;0,01;841,271;1916,222
China;Renewable energy;Ag;LDS;t/yr;1462,47606;1778,553402;1919,984286
China;Renewable energy;Ag;HDS;t/yr;1462,47606;2252,187783;2778,045099
China;Renewable energy;Al;LDS;t/yr;666631,5935;948320,5745;1695432,266
China;Renewable energy;Al;HDS;t/yr;666631,5935;1236384,519;2587059,586
China;Renewable energy;As;LDS;t/yr;0;0;110,9324254
China;Renewable energy;As;HDS;t/yr;0;0;160,5092724
China;Renewable energy;B;LDS;t/yr;117,8453535;59,06375052;85,06854602
China;Renewable energy;B;HDS;t/yr;117,8453535;127,723436;350,1923863
China;Renewable energy;Balsa wood;LDS;t/yr;19550,9052;9809,145483;20990,16374
China;Renewable energy;Balsa wood;HDS;t/yr;19550,9052;16089,82329;42959,97688
China;Renewable energy;Cd;LDS;t/yr;162,56576;197,7002518;225,2781563
China;Renewable energy;Cd;HDS;t/yr;162,56576;250,3484525;325,9572916
China;Renewable energy;Co;LDS;t/yr;265;6201;14403
China;Renewable energy;Co;HDS;t/yr;265;8374;19113
China;Renewable energy;Concrete;LDS;t/yr;27023603,88;16268899,84;32544256,56
China;Renewable energy;Concrete;HDS;t/yr;27023603,88;24821260,64;60076472,34
China;Renewable energy;Cr;LDS;t/yr;36040,0454;18077,14539;38765,71866
China;Renewable energy;Cr;HDS;t/yr;36040,0454;30131,9749;82989,62662
China;Renewable energy;Cu;LDS;t/yr;240709,0699;232545,7435;429416,953
China;Renewable energy;Cu;HDS;t/yr;240709,0699;365432,056;861821,1191
China;Renewable energy;Dy;LDS;t/yr;444,4481846;222,8487948;319,9320863
China;Renewable energy;Dy;HDS;t/yr;444,4481846;451,5681441;1144,73148
China;Renewable energy;Fe;LDS;t/yr;1358015,853;694284,5994;1521105,469
China;Renewable energy;Fe;HDS;t/yr;1358015,853;1156087,841;3231817,903
China;Renewable energy;Fluorspar;LDS;t/yr;6;122;534
China;Renewable energy;Fluorspar;HDS;t/yr;6;193;931
China;Renewable energy;Ga;LDS;t/yr;8,805645331;10,70876364;234,0674177
China;Renewable energy;Ga;HDS;t/yr;8,805645331;13,56054118;338,6745647
China;Renewable energy;Ge;LDS;t/yr;0;0;14506,54794
China;Renewable energy;Ge;HDS;t/yr;0;0;20989,67408
China;Renewable energy;Glass;LDS;t/yr;2945703,886;4238217,28;6981059,397
China;Renewable energy;Glass;HDS;t/yr;2945703,886;5366867,911;10100966,96
China;Renewable energy;Glass / carbon composites;LDS;t/yr;570795,3478;286353,4957;613220,2353
China;Renewable energy;Glass / carbon composites;HDS;t/yr;570795,3478;473010,9874;1280340,383
China;Renewable energy;Graphite;LDS;t/yr;1983;39984;169203
China;Renewable energy;Graphite;HDS;t/yr;1983;62457;288612
China;Renewable energy;In;LDS;t/yr;18,78127151;22,84037;230,8247775
China;Renewable energy;In;HDS;t/yr;18,78127151;28,92283259;333,9827552
China;Renewable energy;Ir;LDS;t/yr;0;0,8;2,5
China;Renewable energy;Ir;HDS;t/yr;0;2,1;9,9
China;Renewable energy;La;LDS;t/yr;0;0;0
China;Renewable energy;La;HDS;t/yr;0;0;0
China;Renewable energy;Li;LDS;t/yr;246;4869;20092
China;Renewable energy;Li;HDS;t/yr;246;7393;33104
China;Renewable energy;Mn;LDS;t/yr;58718,34533;35172,20978;79133,72725
China;Renewable energy;Mn;HDS;t/yr;58718,34533;55926,82929;149545,0426
China;Renewable energy;Mo;LDS;t/yr;7471,3987;3748,232064;8026,404023
China;Renewable energy;Mo;HDS;t/yr;7471,3987;6242,5819;17152,3769
China;Renewable energy;Nd;LDS;t/yr;4204,548901;2107,892524;3029,440677
China;Renewable energy;Nd;HDS;t/yr;4204,548901;4381,183386;11464,26095
China;Renewable energy;Ni;LDS;t/yr;27843,90173;31368,24788;101031,771
China;Renewable energy;Ni;HDS;t/yr;27941,60292;56315,987;220784,0804
China;Renewable energy;P;LDS;t/yr;784;20317;95816
China;Renewable energy;P;HDS;t/yr;784;34920;185988
China;Renewable energy;Pb;LDS;t/yr;1754,971272;2134,264082;2303,981144
China;Renewable energy;Pb;HDS;t/yr;1754,971272;2702,62534;3333,654118
China;Renewable energy;Pd;LDS;t/yr;0;0,5;1,6
China;Renewable energy;Pd;HDS;t/yr;0;1,4;6,5
China;Renewable energy;Plastic;LDS;t/yr;758187,9093;769928,4382;1293327,844
China;Renewable energy;Plastic;HDS;t/yr;758187,9093;1053845,774;2123440,762
China;Renewable energy;Pr;LDS;t/yr;672,4022215;337,0619654;484,8411395
China;Renewable energy;Pr;HDS;t/yr;672,4022215;727,7027343;1992,456187
China;Renewable energy;Pt;LDS;t/yr;0;0,8;2,5
China;Renewable energy;Pt;HDS;t/yr;0;2,1;9,9
China;Renewable energy;Se;LDS;t/yr;25,37011102;30,85322112;35,1570456
China;Renewable energy;Se;HDS;t/yr;25,37011102;39,06953123;50,86909247
China;Renewable energy;Si;LDS;t/yr;157947,4145;192083,7674;207358,3029
China;Renewable energy;Si;HDS;t/yr;157947,4145;243236,2806;300028,8707
China;Renewable energy;Sn;LDS;t/yr;2924,95212;3557,106804;3839,968573
China;Renewable energy;Sn;HDS;t/yr;2924,95212;4504,375567;5556,090197
China;Renewable energy;Steel;LDS;t/yr;12082720,93;9490906,516;17202998,99
China;Renewable energy;Steel;HDS;t/yr;12082720,93;13726589,39;30607477,93
China;Renewable energy;Tb;LDS;t/yr;181,2146901;90,90008803;130,0763664
China;Renewable energy;Tb;HDS;t/yr;181,2146901;179,3003567;439,8396624
China;Renewable energy;Te;LDS;t/yr;174,8813478;212,6775436;242,3446832
China;Renewable energy;Te;HDS;t/yr;174,8813478;269,3142444;350,6510258
China;Renewable energy;Y;LDS;t/yr;0;0;0
